mod_name,unimod_mass,unimod_avge_mass,composition,unimod_modloss,modloss_composition,classification,unimod_id,modloss_importance,mass,modloss_original,modloss
F[UNIMOD:1090],-76.0313,-76.096,H(-4)C(-6)N(0)O(0)S(0),0.0,,AA substitution,1090,0.0,-76.03130012892,0.0,0.0
F[UNIMOD:1091],-32.041471,-32.0865,H(-4)C(-5)N(0)O(2)S(0),0.0,,AA substitution,1091,0.0,-32.041470889779994,0.0,0.0
F[UNIMOD:1092],-18.025821,-18.0599,H(-2)C(-4)N(0)O(2)S(0),0.0,,AA substitution,1092,0.0,-18.02582082532,0.0,0.0
F[UNIMOD:1093],-90.04695,-90.1225,H(-6)C(-7)N(0)O(0)S(0),0.0,,AA substitution,1093,0.0,-90.04695019338,0.0,0.0
F[UNIMOD:1094],-10.009502,-10.0346,H(-2)C(-3)N(2)O(0)S(0),0.0,,AA substitution,1094,0.0,-10.0095020556,0.0,0.0
F[UNIMOD:1095],-18.973451,-19.0016,H(3)C(-3)N(1)O(0)S(0),0.0,,AA substitution,1095,0.0,-18.973450898880003,0.0,0.0
F[UNIMOD:1096],-16.027929,-15.9778,H(0)C(-4)N(0)O(0)S(1),0.0,,AA substitution,1096,0.0,-16.0279288256,0.0,0.0
F[UNIMOD:1097],-33.025486,-33.0712,H(-3)C(-5)N(1)O(1)S(0),0.0,,AA substitution,1097,0.0,-33.025486472690005,0.0,0.0
F[UNIMOD:1098],-50.01565,-50.0587,H(-2)C(-4)N(0)O(0)S(0),0.0,,AA substitution,1098,0.0,-50.01565006446,0.0,0.0
F[UNIMOD:1099],-19.009836,-19.0446,H(-1)C(-4)N(1)O(1)S(0),0.0,,AA substitution,1099,0.0,-19.009836408230004,0.0,0.0
F[UNIMOD:1100],9.032697,9.0118,H(3)C(-3)N(3)O(0)S(0),0.0,,AA substitution,1100,0.0,9.03269710998,0.0,0.0
F[UNIMOD:1101],-46.020735,-46.07,H(-2)C(-5)N(0)O(1)S(0),0.0,,AA substitution,1101,0.0,-46.02073544488999,0.0,0.0
F[UNIMOD:1102],39.010899,39.036,H(1)C(2)N(1)O(0)S(0),0.0,,AA substitution,1102,0.0,39.01089903666,0.0,0.0
G[UNIMOD:1103],90.04695,90.1225,H(6)C(7)N(0)O(0)S(0),0.0,,AA substitution,1103,0.0,90.04695019338,0.0,0.0
G[UNIMOD:1104],80.037448,80.088,H(4)C(4)N(2)O(0)S(0),0.0,,AA substitution,1104,0.0,80.03744813778,0.0,0.0
G[UNIMOD:1105],56.0626,56.1063,H(8)C(4),0.0,,AA substitution,1105,0.0,56.06260025784,0.0,0.0
G[UNIMOD:1106],71.073499,71.121,H(9)C(4)N(1)O(0)S(0),0.0,,AA substitution,1106,0.0,71.0734992945,0.0,0.0
G[UNIMOD:1107],74.019021,74.1447,H(6)C(3)N(0)O(0)S(1),0.0,,AA substitution,1107,0.0,74.01902136778,0.0,0.0
G[UNIMOD:1108],57.021464,57.0513,H(3)C(2)N(1)O(1)S(0),0.0,,AA substitution,1108,0.0,57.02146372069,0.0,0.0
G[UNIMOD:1109],40.0313,40.0639,H(4)C(3)N(0)O(0)S(0),0.0,,AA substitution,1109,0.0,40.03130012892,0.0,0.0
G[UNIMOD:1110],71.037114,71.0779,H(5)C(3)N(1)O(1)S(0),0.0,,AA substitution,1110,0.0,71.03711378515,0.0,0.0
G[UNIMOD:1111],44.026215,44.0526,H(4)C(2)N(0)O(1)S(0),0.0,,AA substitution,1111,0.0,44.026214748490005,0.0,0.0
G[UNIMOD:1112],106.041865,106.1219,H(6)C(7)N(0)O(1)S(0),0.0,,AA substitution,1112,0.0,106.04186481295,0.0,0.0
H[UNIMOD:1113],-66.021798,-66.0614,H(-2)C(-3)N(-2)O(0)S(0),0.0,,AA substitution,1113,0.0,-66.02179807332,0.0,0.0
H[UNIMOD:1114],-34.049727,-33.9964,H(-2)C(-3)N(-2)O(0)S(1),0.0,,AA substitution,1114,0.0,-34.04972689892,0.0,0.0
H[UNIMOD:1115],-8.016319,-8.0253,H(0)C(-1)N(-2)O(2)S(0),0.0,,AA substitution,1115,0.0,-8.016318769719994,0.0,0.0
H[UNIMOD:1116],10.009502,10.0346,H(2)C(3)N(-2)O(0)S(0),0.0,,AA substitution,1116,0.0,10.0095020556,0.0,0.0
H[UNIMOD:1117],-80.037448,-80.088,H(-4)C(-4)N(-2)O(0)S(0),0.0,,AA substitution,1117,0.0,-80.03744813778,0.0,0.0
H[UNIMOD:1119],-8.963949,-8.967,H(5)C(0)N(-1)O(0)S(0),0.0,,AA substitution,1119,0.0,-8.963948843279999,0.0,0.0
H[UNIMOD:1120],-6.018427,-5.9432,H(2)C(-1)N(-2)O(0)S(1),0.0,,AA substitution,1120,0.0,-6.018426769999998,0.0,0.0
H[UNIMOD:1121],-50.026883,-50.062,H(-2)C(-3)N(-2)O(1)S(0),0.0,,AA substitution,1121,0.0,-50.02688345375,0.0,0.0
H[UNIMOD:1122],-36.011233,-36.0354,H(0)C(-2)N(-2)O(1)S(0),0.0,,AA substitution,1122,0.0,-36.01123338929,0.0,0.0
H[UNIMOD:1123],-37.990498,-38.0082,H(2)C(-1)N(-2)O(0)S(0),0.0,,AA substitution,1123,0.0,-37.9904979444,0.0,0.0
H[UNIMOD:1124],49.020401,49.0706,H(3)C(5)N(-1)O(0)S(0),0.0,,AA substitution,1124,0.0,49.02040109226,0.0,0.0
L[UNIMOD:1126],-10.07488,-10.0147,H(-6)C(-3)N(0)O(0)S(1),0.0,,AA substitution,1126,0.0,-10.07487901898,0.0,0.0
I[UNIMOD:1126],-10.07488,-10.0147,H(-6)C(-3)N(0)O(0)S(1),0.0,,AA substitution,1126,0.0,-10.07487901898,0.0,0.0
L[UNIMOD:1127],1.942879,1.9298,H(-6)C(-2)N(0)O(2)S(0),0.0,,AA substitution,1127,0.0,1.9428790457600016,0.0,0.0
I[UNIMOD:1127],1.942879,1.9298,H(-6)C(-2)N(0)O(2)S(0),0.0,,AA substitution,1127,0.0,1.9428790457600016,0.0,0.0
L[UNIMOD:1128],15.958529,15.9563,H(-4)C(-1)N(0)O(2)S(0),0.0,,AA substitution,1128,0.0,15.95852911022,0.0,0.0
I[UNIMOD:1128],15.958529,15.9563,H(-4)C(-1)N(0)O(2)S(0),0.0,,AA substitution,1128,0.0,15.95852911022,0.0,0.0
L[UNIMOD:1129],-56.0626,-56.1063,H(-8)C(-4)N(0)O(0)S(0),0.0,,AA substitution,1129,0.0,-56.06260025784,0.0,0.0
I[UNIMOD:1129],-56.0626,-56.1063,H(-8)C(-4)N(0)O(0)S(0),0.0,,AA substitution,1129,0.0,-56.06260025784,0.0,0.0
L[UNIMOD:1130],49.979265,50.0156,H(-2)C(3)N(0)O(1)S(0),0.0,,AA substitution,1130,0.0,49.97926455511001,0.0,0.0
I[UNIMOD:1130],49.979265,50.0156,H(-2)C(3)N(0)O(1)S(0),0.0,,AA substitution,1130,0.0,49.97926455511001,0.0,0.0
K[UNIMOD:1131],-57.057849,-57.0944,H(-7)C(-3)N(-1)O(0)S(0),0.0,,AA substitution,1131,0.0,-57.05784923004,0.0,0.0
K[UNIMOD:1132],-25.085779,-25.0294,H(-7)C(-3)N(-1)O(0)S(1),0.0,,AA substitution,1132,0.0,-25.08577805564,0.0,0.0
K[UNIMOD:1133],-13.06802,-13.0849,H(-7)C(-2)N(-1)O(2)S(0),0.0,,AA substitution,1133,0.0,-13.068019990899998,0.0,0.0
K[UNIMOD:1134],18.973451,19.0016,H(-3)C(3)N(-1)O(0)S(0),0.0,,AA substitution,1134,0.0,18.973450898880003,0.0,0.0
K[UNIMOD:1135],-71.073499,-71.121,H(-9)C(-4)N(-1)O(0)S(0),0.0,,AA substitution,1135,0.0,-71.0734992945,0.0,0.0
K[UNIMOD:1136],8.963949,8.967,H(-5)C(0)N(1)O(0)S(0),0.0,,AA substitution,1136,0.0,8.963948843279999,0.0,0.0
K[UNIMOD:1137],-31.042199,-31.0571,H(-5)C(-1)N(-1)O(0)S(0),0.0,,AA substitution,1137,0.0,-31.04219916558,0.0,0.0
K[UNIMOD:1138],-41.062935,-41.095,H(-7)C(-3)N(-1)O(1)S(0),0.0,,AA substitution,1138,0.0,-41.06293461047,0.0,0.0
K[UNIMOD:1139],-29.026549,-29.0412,H(-3)C(-1)N(-1)O(0)S(0),0.0,,AA substitution,1139,0.0,-29.02654910112,0.0,0.0
K[UNIMOD:1140],57.98435,58.0376,H(-2)C(5)N(0)O(0)S(0),0.0,,AA substitution,1140,0.0,57.98434993554,0.0,0.0
K[UNIMOD:1141],34.968366,35.001,H(-3)C(3)N(-1)O(1)S(0),0.0,,AA substitution,1141,0.0,34.96836551845,0.0,0.0
M[UNIMOD:1142],-60.003371,-60.1182,H(-4)C(-2)N(0)O(0)S(-1),0.0,,AA substitution,1142,0.0,-60.00337130332,0.0,0.0
M[UNIMOD:1143],-28.0313,-28.0532,H(-4)C(-2)N(0)O(0)S(0),0.0,,AA substitution,1143,0.0,-28.03130012892,0.0,0.0
M[UNIMOD:1144],-16.013542,-16.1087,H(-4)C(-1)N(0)O(2)S(-1),0.0,,AA substitution,1144,0.0,-16.01354206418,0.0,0.0
M[UNIMOD:1145],-1.997892,-2.0821,H(-2)C(0)N(0)O(2)S(-1),0.0,,AA substitution,1145,0.0,-1.99789199972,0.0,0.0
M[UNIMOD:1146],16.027929,15.9778,H(0)C(4)N(0)O(0)S(-1),0.0,,AA substitution,1146,0.0,16.0279288256,0.0,0.0
M[UNIMOD:1147],-74.019021,-74.1447,H(-6)C(-3)N(0)O(0)S(-1),0.0,,AA substitution,1147,0.0,-74.01902136778,0.0,0.0
M[UNIMOD:1148],6.018427,5.9432,H(-2)C(1)N(2)O(0)S(-1),0.0,,AA substitution,1148,0.0,6.018426769999998,0.0,0.0
M[UNIMOD:1149],-16.997557,-17.0934,H(-3)C(-1)N(1)O(1)S(-1),0.0,,AA substitution,1149,0.0,-16.997557647089998,0.0,0.0
M[UNIMOD:1150],-33.987721,-34.0809,H(-2)C(0)N(0)O(0)S(-1),0.0,,AA substitution,1150,0.0,-33.98772123886,0.0,0.0
M[UNIMOD:1151],-2.981907,-3.0668,H(-1)C(0)N(1)O(1)S(-1),0.0,,AA substitution,1151,0.0,-2.9819075826300008,0.0,0.0
M[UNIMOD:1152],-44.008456,-44.1188,H(-4)C(-2)N(0)O(1)S(-1),0.0,,AA substitution,1152,0.0,-44.00845668375,0.0,0.0
M[UNIMOD:1153],55.038828,55.0138,H(1)C(6)N(1)O(0)S(-1),0.0,,AA substitution,1153,0.0,55.03882786226001,0.0,0.0
M[UNIMOD:1154],32.022844,31.9772,H(0)C(4)N(0)O(1)S(-1),0.0,,AA substitution,1154,0.0,32.02284344517,0.0,0.0
N[UNIMOD:1155],-43.005814,-43.0247,H(-1)C(-1)N(-1)O(-1)S(0),0.0,,AA substitution,1155,0.0,-43.00581365623,0.0,0.0
N[UNIMOD:1156],-11.033743,-10.9597,H(-1)C(-1)N(-1)O(-1)S(1),0.0,,AA substitution,1156,0.0,-11.033742481830004,0.0,0.0
N[UNIMOD:1157],14.999666,15.0113,H(1)C(1)N(-1)O(1)S(0),0.0,,AA substitution,1157,0.0,14.99966564737,0.0,0.0
N[UNIMOD:1158],33.025486,33.0712,H(3)C(5)N(-1)O(-1)S(0),0.0,,AA substitution,1158,0.0,33.025486472690005,0.0,0.0
N[UNIMOD:1159],-57.021464,-57.0513,H(-3)C(-2)N(-1)O(-1)S(0),0.0,,AA substitution,1159,0.0,-57.02146372069,0.0,0.0
N[UNIMOD:1160],16.997557,17.0934,H(3)C(1)N(-1)O(-1)S(1),0.0,,AA substitution,1160,0.0,16.997557647089998,0.0,0.0
N[UNIMOD:1161],-16.990164,-16.9875,H(1)C(1)N(-1)O(-1)S(0),0.0,,AA substitution,1161,0.0,-16.99016359177,0.0,0.0
N[UNIMOD:1162],14.01565,14.0266,H(2)C(1)N(0)O(0)S(0),0.0,,AA substitution,1162,0.0,14.01565006446,0.0,0.0
N[UNIMOD:1163],42.058184,42.083,H(6)C(2)N(2)O(-1)S(0),0.0,,AA substitution,1163,0.0,42.05818358267,0.0,0.0
N[UNIMOD:1164],-14.974514,-14.9716,H(3)C(1)N(-1)O(-1)S(0),0.0,,AA substitution,1164,0.0,-14.97451352731,0.0,0.0
N[UNIMOD:1165],72.036386,72.1073,H(4)C(7)N(0)O(-1)S(0),0.0,,AA substitution,1165,0.0,72.03638550935,0.0,0.0
P[UNIMOD:1166],5.956421,6.0277,H(-2)C(-2)N(0)O(0)S(1),0.0,,AA substitution,1166,0.0,5.956421109939999,0.0,0.0
P[UNIMOD:1167],17.974179,17.9722,H(-2)C(-1)N(0)O(2)S(0),0.0,,AA substitution,1167,0.0,17.97417917468,0.0,0.0
P[UNIMOD:1168],31.989829,31.9988,H(0)C(0)N(0)O(2)S(0),0.0,,AA substitution,1168,0.0,31.98982923914,0.0,0.0
P[UNIMOD:1169],50.01565,50.0587,H(2)C(4)N(0)O(0)S(0),0.0,,AA substitution,1169,0.0,50.01565006446,0.0,0.0
P[UNIMOD:1170],-40.0313,-40.0639,H(-4)C(-3)N(0)O(0)S(0),0.0,,AA substitution,1170,0.0,-40.03130012892,0.0,0.0
P[UNIMOD:1171],31.042199,31.0571,H(5)C(1)N(1)O(0)S(0),0.0,,AA substitution,1171,0.0,31.04219916558,0.0,0.0
P[UNIMOD:1172],33.987721,34.0809,H(2)C(0)N(0)O(0)S(1),0.0,,AA substitution,1172,0.0,33.98772123886,0.0,0.0
P[UNIMOD:1173],16.990164,16.9875,H(-1)C(-1)N(1)O(1)S(0),0.0,,AA substitution,1173,0.0,16.99016359177,0.0,0.0
P[UNIMOD:1174],2.01565,2.0159,H(2)C(0)N(0)O(0)S(0),0.0,,AA substitution,1174,0.0,2.01565006446,0.0,0.0
P[UNIMOD:1175],89.026549,89.0947,H(3)C(6)N(1)O(0)S(0),0.0,,AA substitution,1175,0.0,89.02654910112001,0.0,0.0
P[UNIMOD:1176],66.010565,66.0581,H(2)C(4)N(0)O(1)S(0),0.0,,AA substitution,1176,0.0,66.01056468403,0.0,0.0
Q[UNIMOD:1177],-57.021464,-57.0513,H(-3)C(-2)N(-1)O(-1)S(0),0.0,,AA substitution,1177,0.0,-57.02146372069,0.0,0.0
Q[UNIMOD:1178],-25.049393,-24.9863,H(-3)C(-2)N(-1)O(-1)S(1),0.0,,AA substitution,1178,0.0,-25.049392546289997,0.0,0.0
Q[UNIMOD:1179],-13.031634,-13.0418,H(-3)C(-1)N(-1)O(1)S(0),0.0,,AA substitution,1179,0.0,-13.031634481549997,0.0,0.0
Q[UNIMOD:1180],19.009836,19.0446,H(1)C(4)N(-1)O(-1)S(0),0.0,,AA substitution,1180,0.0,19.009836408230004,0.0,0.0
Q[UNIMOD:1181],-71.037114,-71.0779,H(-5)C(-3)N(-1)O(-1)S(0),0.0,,AA substitution,1181,0.0,-71.03711378515,0.0,0.0
Q[UNIMOD:1182],2.981907,3.0668,H(1)C(0)N(-1)O(-1)S(1),0.0,,AA substitution,1182,0.0,2.9819075826300008,0.0,0.0
Q[UNIMOD:1183],-14.01565,-14.0266,H(-2)C(-1)N(0)O(0)S(0),0.0,,AA substitution,1183,0.0,-14.01565006446,0.0,0.0
Q[UNIMOD:1184],-41.026549,-41.0519,H(-3)C(-2)N(-1)O(0)S(0),0.0,,AA substitution,1184,0.0,-41.02654910112,0.0,0.0
Q[UNIMOD:1185],-27.010899,-27.0253,H(-1)C(-1)N(-1)O(0)S(0),0.0,,AA substitution,1185,0.0,-27.01089903666,0.0,0.0
Q[UNIMOD:1186],-28.990164,-28.9982,H(1)C(0)N(-1)O(-1)S(0),0.0,,AA substitution,1186,0.0,-28.99016359177,0.0,0.0
Q[UNIMOD:1187],58.020735,58.0807,H(2)C(6)N(0)O(-1)S(0),0.0,,AA substitution,1187,0.0,58.02073544489001,0.0,0.0
Q[UNIMOD:1188],35.004751,35.044,H(1)C(4)N(-1)O(0)S(0),0.0,,AA substitution,1188,0.0,35.004751027800005,0.0,0.0
R[UNIMOD:1189],-85.063997,-85.1078,H(-7)C(-3)N(-3)O(0)S(0),0.0,,AA substitution,1189,0.0,-85.0639972389,0.0,0.0
R[UNIMOD:1190],-41.074168,-41.0983,H(-7)C(-2)N(-3)O(2)S(0),0.0,,AA substitution,1190,0.0,-41.07416799976,0.0,0.0
R[UNIMOD:1191],-27.058518,-27.0717,H(-5)C(-1)N(-3)O(2)S(0),0.0,,AA substitution,1191,0.0,-27.0585179353,0.0,0.0
R[UNIMOD:1192],-42.058184,-42.083,H(-6)C(-2)N(-2)O(1)S(0),0.0,,AA substitution,1192,0.0,-42.05818358267,0.0,0.0
R[UNIMOD:1193],-57.032697,-57.0546,H(-3)C(-1)N(-3)O(0)S(0),0.0,,AA substitution,1193,0.0,-57.03269710998,0.0,0.0
R[UNIMOD:1194],6.962218,6.9876,H(-3)C(3)N(-3)O(1)S(0),0.0,,AA substitution,1194,0.0,6.962217509590001,0.0,0.0
R[UNIMOD:1195],-9.032697,-9.0118,H(-3)C(3)N(-3),0.0,,AA substitution,1195,0.0,-9.03269710998,0.0,0.0
S[UNIMOD:1196],27.994915,28.0101,H(0)C(1)N(0)O(1)S(0),0.0,,AA substitution,1196,0.0,27.99491461957,0.0,0.0
S[UNIMOD:1197],42.010565,42.0367,H(2)C(2)N(0)O(1)S(0),0.0,,AA substitution,1197,0.0,42.01056468403,0.0,0.0
S[UNIMOD:1198],50.026883,50.062,H(2)C(3)N(2)O(-1)S(0),0.0,,AA substitution,1198,0.0,50.02688345375,0.0,0.0
S[UNIMOD:1199],41.062935,41.095,H(7)C(3)N(1)O(-1)S(0),0.0,,AA substitution,1199,0.0,41.06293461047,0.0,0.0
S[UNIMOD:1200],44.008456,44.1188,H(4)C(2)N(0)O(-1)S(1),0.0,,AA substitution,1200,0.0,44.00845668375,0.0,0.0
S[UNIMOD:1201],41.026549,41.0519,H(3)C(2)N(1)O(0)S(0),0.0,,AA substitution,1201,0.0,41.02654910112,0.0,0.0
S[UNIMOD:1202],12.036386,12.0538,H(4)C(2)N(0)O(-1)S(0),0.0,,AA substitution,1202,0.0,12.03638550935,0.0,0.0
T[UNIMOD:1203],1.961506,2.039,H(-2)C(-1)N(0)O(-1)S(1),0.0,,AA substitution,1203,0.0,1.9615064903699988,0.0,0.0
T[UNIMOD:1204],13.979265,13.9835,H(-2)C(0)N(0)O(1)S(0),0.0,,AA substitution,1204,0.0,13.97926455511,0.0,0.0
T[UNIMOD:1205],27.994915,28.0101,H(0)C(1)N(0)O(1)S(0),0.0,,AA substitution,1205,0.0,27.99491461957,0.0,0.0
T[UNIMOD:1206],46.020735,46.07,H(2)C(5)N(0)O(-1)S(0),0.0,,AA substitution,1206,0.0,46.02073544488999,0.0,0.0
T[UNIMOD:1207],-44.026215,-44.0526,H(-4)C(-2)N(0)O(-1)S(0),0.0,,AA substitution,1207,0.0,-44.026214748490005,0.0,0.0
T[UNIMOD:1208],36.011233,36.0354,H(0)C(2)N(2)O(-1)S(0),0.0,,AA substitution,1208,0.0,36.01123338929,0.0,0.0
T[UNIMOD:1209],27.010899,27.0253,H(1)C(1)N(1)O(0)S(0),0.0,,AA substitution,1209,0.0,27.01089903666,0.0,0.0
T[UNIMOD:1210],-1.979265,-1.9728,H(2)C(1)N(0)O(-1)S(0),0.0,,AA substitution,1210,0.0,-1.9792645551099997,0.0,0.0
T[UNIMOD:1211],85.031634,85.106,H(3)C(7)N(1)O(-1)S(0),0.0,,AA substitution,1211,0.0,85.03163448155001,0.0,0.0
T[UNIMOD:1212],62.01565,62.0694,H(2)C(5)N(0)O(0)S(0),0.0,,AA substitution,1212,0.0,62.01565006446,0.0,0.0
V[UNIMOD:1213],3.940771,4.0118,H(-4)C(-2)N(0)O(0)S(1),0.0,,AA substitution,1213,0.0,3.9407710454799982,0.0,0.0
V[UNIMOD:1214],37.990498,38.0082,H(-2)C(1)N(2)O(0)S(0),0.0,,AA substitution,1214,0.0,37.9904979444,0.0,0.0
V[UNIMOD:1215],29.026549,29.0412,H(3)C(1)N(1)O(0)S(0),0.0,,AA substitution,1215,0.0,29.02654910112,0.0,0.0
V[UNIMOD:1216],14.974514,14.9716,H(-3)C(-1)N(1)O(1)S(0),0.0,,AA substitution,1216,0.0,14.97451352731,0.0,0.0
V[UNIMOD:1217],-2.01565,-2.0159,H(-2)C(0)N(0)O(0)S(0),0.0,,AA substitution,1217,0.0,-2.01565006446,0.0,0.0
V[UNIMOD:1218],28.990164,28.9982,H(-1)C(0)N(1)O(1)S(0),0.0,,AA substitution,1218,0.0,28.99016359177,0.0,0.0
V[UNIMOD:1219],57.032697,57.0546,H(3)C(1)N(3)O(0)S(0),0.0,,AA substitution,1219,0.0,57.03269710998,0.0,0.0
V[UNIMOD:1220],-12.036386,-12.0538,H(-4)C(-2)N(0)O(1)S(0),0.0,,AA substitution,1220,0.0,-12.03638550935,0.0,0.0
V[UNIMOD:1221],1.979265,1.9728,H(-2)C(-1)N(0)O(1)S(0),0.0,,AA substitution,1221,0.0,1.9792645551099997,0.0,0.0
V[UNIMOD:1222],87.010899,87.0788,H(1)C(6)N(1)O(0)S(0),0.0,,AA substitution,1222,0.0,87.01089903666,0.0,0.0
V[UNIMOD:1223],63.994915,64.0422,H(0)C(4)N(0)O(1)S(0),0.0,,AA substitution,1223,0.0,63.99491461957,0.0,0.0
W[UNIMOD:1224],-115.042199,-115.132,H(-5)C(-8)N(-1)O(0)S(0),0.0,,AA substitution,1224,0.0,-115.04219916558,0.0,0.0
W[UNIMOD:1225],-71.05237,-71.1225,H(-5)C(-7)N(-1)O(2)S(0),0.0,,AA substitution,1225,0.0,-71.05236992644001,0.0,0.0
W[UNIMOD:1226],-57.03672,-57.0959,H(-3)C(-6)N(-1)O(2)S(0),0.0,,AA substitution,1226,0.0,-57.03671986198001,0.0,0.0
W[UNIMOD:1227],-39.010899,-39.036,H(-1)C(-2)N(-1)O(0)S(0),0.0,,AA substitution,1227,0.0,-39.01089903666,0.0,0.0
W[UNIMOD:1228],-49.020401,-49.0706,H(-3)C(-5)N(1)O(0)S(0),0.0,,AA substitution,1228,0.0,-49.02040109226,0.0,0.0
W[UNIMOD:1229],-57.98435,-58.0376,H(2)C(-5)N(0)O(0)S(0),0.0,,AA substitution,1229,0.0,-57.98434993554,0.0,0.0
W[UNIMOD:1230],-55.038828,-55.0138,H(-1)C(-6)N(-1)O(0)S(1),0.0,,AA substitution,1230,0.0,-55.03882786226001,0.0,0.0
W[UNIMOD:1231],-72.036386,-72.1073,H(-4)C(-7)N(0)O(1)S(0),0.0,,AA substitution,1231,0.0,-72.03638550935,0.0,0.0
W[UNIMOD:1232],-89.026549,-89.0947,H(-3)C(-6)N(-1)O(0)S(0),0.0,,AA substitution,1232,0.0,-89.02654910112001,0.0,0.0
W[UNIMOD:1233],-58.020735,-58.0807,H(-2)C(-6)N(0)O(1)S(0),0.0,,AA substitution,1233,0.0,-58.02073544489001,0.0,0.0
W[UNIMOD:1234],-85.031634,-85.106,H(-3)C(-7)N(-1)O(1)S(0),0.0,,AA substitution,1234,0.0,-85.03163448155001,0.0,0.0
W[UNIMOD:1235],-87.010899,-87.0788,H(-1)C(-6)N(-1)O(0)S(0),0.0,,AA substitution,1235,0.0,-87.01089903666,0.0,0.0
W[UNIMOD:1236],-23.015984,-23.0366,H(-1)C(-2)N(-1)O(1)S(0),0.0,,AA substitution,1236,0.0,-23.01598441709,0.0,0.0
Y[UNIMOD:1237],-92.026215,-92.0954,H(-4)C(-6)N(0)O(-1)S(0),0.0,,AA substitution,1237,0.0,-92.02621474849,0.0,0.0
Y[UNIMOD:1238],-34.020735,-34.0593,H(-2)C(-4)N(0)O(1)S(0),0.0,,AA substitution,1238,0.0,-34.02073544488999,0.0,0.0
Y[UNIMOD:1239],-106.041865,-106.1219,H(-6)C(-7)N(0)O(-1)S(0),0.0,,AA substitution,1239,0.0,-106.04186481295,0.0,0.0
Y[UNIMOD:1240],-34.968366,-35.001,H(3)C(-3)N(1)O(-1)S(0),0.0,,AA substitution,1240,0.0,-34.96836551845,0.0,0.0
Y[UNIMOD:1241],-32.022844,-31.9772,H(0)C(-4)N(0)O(-1)S(1),0.0,,AA substitution,1241,0.0,-32.02284344517,0.0,0.0
Y[UNIMOD:1242],-66.010565,-66.0581,H(-2)C(-4)N(0)O(-1)S(0),0.0,,AA substitution,1242,0.0,-66.01056468403,0.0,0.0
Y[UNIMOD:1243],-35.004751,-35.044,H(-1)C(-4)N(1)O(0)S(0),0.0,,AA substitution,1243,0.0,-35.004751027800005,0.0,0.0
Y[UNIMOD:1244],-6.962218,-6.9876,H(3)C(-3)N(3)O(-1)S(0),0.0,,AA substitution,1244,0.0,-6.962217509590001,0.0,0.0
Y[UNIMOD:1245],-62.01565,-62.0694,H(-2)C(-5)N(0)O(0)S(0),0.0,,AA substitution,1245,0.0,-62.01565006446,0.0,0.0
Y[UNIMOD:1246],-63.994915,-64.0422,H(0)C(-4)N(0)O(-1)S(0),0.0,,AA substitution,1246,0.0,-63.99491461957,0.0,0.0
Y[UNIMOD:1247],23.015984,23.0366,H(1)C(2)N(1)O(-1)S(0),0.0,,AA substitution,1247,0.0,23.01598441709,0.0,0.0
Y[UNIMOD:1248],-49.979265,-50.0156,H(2)C(-3)O(-1),0.0,,AA substitution,1248,0.0,-49.97926455511001,0.0,0.0
M[UNIMOD:1249],195.075625,195.1787,H(9)C(7)N(5)O(2),0.0,,Multiple,1249,0.0,195.07562455136,0.0,0.0
M[UNIMOD:1250],252.097088,252.23,H(12)C(9)N(6)O(3),0.0,,Multiple,1250,0.0,252.09708827205,0.0,0.0
Anywhere[UNIMOD:1251],548.223945,548.7211,H(36)C(25)N(6)O(4)S(2),0.0,,Chemical derivative,1251,0.0,548.22394601394,0.0,0.0
Anywhere[UNIMOD:1252],546.208295,546.7053,H(34)C(25)N(6)O(4)S(2),0.0,,Chemical derivative,1252,0.0,546.20829594948,0.0,0.0
C[UNIMOD:1253],130.026609,130.0987,H(6)C(5)O(4),0.0,,Chemical derivative,1253,0.0,130.02660867166,0.0,0.0
H[UNIMOD:1254],106.041865,106.1219,H(6)C(7)O(1),0.0,,Chemical derivative,1254,0.0,106.04186481295,0.0,0.0
K[UNIMOD:1254],106.041865,106.1219,H(6)C(7)O(1),0.0,,Chemical derivative,1254,0.0,106.04186481295,0.0,0.0
R[UNIMOD:1255],170.013281,170.1024,H(7)C(7)O(3)P(1),0.0,,Chemical derivative,1255,0.0,170.01328108274,0.0,0.0
S[UNIMOD:1255],170.013281,170.1024,H(7)C(7)O(3)P(1),0.0,,Chemical derivative,1255,0.0,170.01328108274,0.0,0.0
T[UNIMOD:1255],170.013281,170.1024,H(7)C(7)O(3)P(1),0.0,,Chemical derivative,1255,0.0,170.01328108274,0.0,0.0
Y[UNIMOD:1255],170.013281,170.1024,H(7)C(7)O(3)P(1),0.0,,Chemical derivative,1255,0.0,170.01328108274,0.0,0.0
K[UNIMOD:1255],170.013281,170.1024,H(7)C(7)O(3)P(1),0.0,,Chemical derivative,1255,0.0,170.01328108274,0.0,0.0
H[UNIMOD:1255],170.013281,170.1024,H(7)C(7)O(3)P(1),0.0,,Chemical derivative,1255,0.0,170.01328108274,0.0,0.0
R[UNIMOD:1256],276.055146,276.2244,H(13)C(14)O(4)P(1),0.0,,Chemical derivative,1256,0.0,276.05514589569,0.0,0.0
S[UNIMOD:1256],276.055146,276.2244,H(13)C(14)O(4)P(1),0.0,,Chemical derivative,1256,0.0,276.05514589569,0.0,0.0
T[UNIMOD:1256],276.055146,276.2244,H(13)C(14)O(4)P(1),0.0,,Chemical derivative,1256,0.0,276.05514589569,0.0,0.0
